Date,Year,Month,Day,Location,Platform,Photographer,Encounter #,File #,# fins,Fin#,Q (0:lowest to 2:best),ID,Catalogue,Cert. (yes or no),Angle (0 to 360°),Fin exposure (0 to 2) ,Back exposure (0 to 2),Distinctiveness dorsal fin,Distinctiveness scars,Re-identifyable,Juvenile/ calf,Juvenile/ calf on the side,Notes
13.08.23,2023,8,13,Andenes,Whale Safari,NA,3,DSC_2980,7,3,1,GG101,YES,NO,165,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale Safari,NA,3,DSC_2967,3,2,1,GG129,YES,YES,180,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale Safari,NA,3,DSC_2980,7,6,1,GG056,YES,YES,180,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale Safari,NA,3,DSC_2833,2,1,1,GG016,YES,YES,45,2,2,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale Safari,NA,3,DSC_2836,4,1,1,GG_j042,NO,YES,30,2,1,0,0,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7187,2,1,1,GG058,YES,NO,165,2,0,1,0,NO,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7139,1,1,1,GG_j053,NO,YES,105,2,1,2,0,YES,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7229,2,2,1,GG_t081,NO,YES,180,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7290,1,1,1,GG_j044,NO,YES,165,2,1,0,0,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7121,1,1,1,GG017,YES,YES,330,2,1,1,0,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7125,3,2,1,GG101,YES,NO,330,2,0,1,0,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7241,1,1,1,GG108,YES,YES,15,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7237,2,2,1,GG058,YES,YES,30,2,1,2,0,NO,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7260,1,1,1,GG_j031,NO,YES,15,2,2,0,0,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7283,2,2,1,GG_j034,NO,YES,15,2,1,0,1,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7122,2,2,1,GG_t059,NO,NO,15,2,0,1,2,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7128,3,1,1,GG135,YES,YES,15,2,2,2,0,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7270,3,3,1,GG119,YES,YES,15,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7254,2,1,1,GG_j042,NO,YES,30,2,1,0,2,YES,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7131,1,1,1,GG_t080,NO,YES,0,1,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7244,1,1,1,GG_j043,NO,YES,30,2,1,0,1,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Marten Bril,4,DSC7372,1,1,1,GG_t082,NO,YES,30,2,0,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2739,4,2,1,GG013,YES,YES,165,2,1,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2672,3,1,1,GG016,YES,YES,180,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2736,2,2,1,GG017,YES,YES,180,1,0,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1863,1,1,1,GG041,YES,YES,180,1,1,2,0,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2236,2,2,1,GG073,YES,YES,165,2,1,1,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2198,5,1,1,GG073,YES,YES,195,2,2,0,1,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2174,4,3,1,GG_j011,NO,YES,210,2,2,0,1,NO,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2654,8,5,1,GG088,YES,NO,150,2,1,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2650,11,8,1,GG088,YES,NO,150,2,1,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2691,3,1,1,GG093,YES,YES,180,2,1,1,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2738,2,2,1,GG095,YES,YES,180,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2229,7,7,1,GG101,YES,YES,180,2,1,1,1,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2227,7,7,1,GG101,YES,YES,180,2,1,1,2,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2728,3,2,1,GG107,YES,YES,165,2,0,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2691,3,2,1,GG109,YES,YES,180,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2705,1,1,1,GG114,YES,YES,180,2,1,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2751,4,3,1,GG115,YES,YES,180,2,1,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2708,3,1,1,GG116,YES,YES,180,2,1,0,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2688,4,4,1,GG117,YES,YES,180,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2685,4,4,1,GG117,YES,YES,180,2,2,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2766,7,4,1,GG118,YES,NO,165,2,1,1,0,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2684,4,2,1,GG127,YES,YES,180,2,1,1,1,NO,NO,NO,was registered double (2nd time as GGx119); should be corrected now
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2713,2,1,1,GG127,YES,YES,165,2,2,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2217,2,1,1,GG129,YES,YES,180,1,0,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2188,5,3,1,GG129,YES,YES,195,2,1,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2679,8,7,1,GG110,YES,YES,180,2,0,2,0,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2679,8,4,1,GG075,YES,YES,180,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1996,3,1,1,GG010,YES,YES,180,2,1,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2739,4,1,1,GG_t046,NO,NO,165,2,1,1,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2224,8,5,1,GG033,YES,YES,180,2,1,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2241,4,2,1,GG033,YES,YES,180,2,1,0,2,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2246,4,3,1,GG044,YES,YES,180,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2209,5,1,1,GG044,YES,YES,180,2,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2222,6,3,1,GG007,YES,YES,180,1,0,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2680,7,3,1,GG_j027,NO,YES,180,2,2,0,1,NO,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2226,7,6,1,GG055,YES,YES,180,2,1,2,1,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2222,6,2,1,GG057,YES,YES,180,2,1,1,0,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2668,4,1,1,GG058,YES,YES,165,2,1,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2687,4,1,1,GG_j032,NO,YES,180,2,1,0,1,YES,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2710,2,1,1,GG_j032,NO,YES,165,2,1,0,1,YES,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2001,2,1,1,GG065,YES,NO,150,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2172,3,1,1,GG056,YES,YES,180,2,1,1,0,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2219,1,1,1,GG023,YES,YES,180,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2184,4,1,1,GG023,YES,YES,180,2,2,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2167,5,5,1,GG074,YES,YES,180,2,1,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2165,6,6,1,GG074,YES,YES,180,2,2,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2256,5,2,1,GG_t062,NO,NO,180,2,1,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2254,4,2,1,GG_t062,NO,NO,180,2,2,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2662,4,4,1,GG009,YES,YES,180,2,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2225,9,1,1,GG045,YES,YES,180,2,1,0,2,YES,NO,NO,was registered as GGx137 before match was recognised
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2222,6,1,1,GG045,YES,YES,180,2,2,0,2,YES,NO,NO,was registered as GGx137 before match was recognised
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2752,13,6,1,GG068,YES,YES,165,1,1,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2215,3,2,1,GG_t107,NO,YES,180,2,1,1,0,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2239,3,3,1,GG_t108,NO,YES,180,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2686,4,3,1,GG_t115,NO,YES,180,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2700,1,1,1,GG_t116,NO,YES,180,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2707,3,3,1,GG_j052,NO,YES,180,2,1,0,1,NO,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2710,2,2,1,GG_t117,NO,YES,180,2,1,1,0,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2713,2,2,1,GG121,YES,YES,165,2,1,0,2,YES,NO,NO,was registered as GGx246 before sides were matched
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2734,3,2,1,GG_t118,NO,YES,165,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1989,2,1,1,GG_t120,NO,YES,180,2,2,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2435,1,1,1,GG041,YES,YES,0,2,1,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2632,2,1,1,GG041,YES,YES,0,2,0,2,0,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2157,2,2,1,GG073,YES,YES,30,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2412,1,1,1,GG087,YES,YES,30,2,2,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2413,2,1,1,GG087,YES,YES,30,2,1,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2422,3,3,1,GG088,YES,YES,15,2,2,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2408,2,2,1,GG088,YES,YES,30,2,1,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2528,3,1,1,GG093,YES,YES,0,2,2,0,2,YES,NO,NO,was registered as GG097 before sides were matched
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2449,1,1,1,GG093,YES,YES,0,2,1,0,2,YES,NO,NO,was registered as GG097 before sides were matched
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2131,3,3,1,GG101,YES,YES,15,2,1,1,2,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1967,7,4,1,GG108,YES,YES,15,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1961,1,1,1,GG112,YES,YES,0,2,1,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1952,1,1,1,GG114,YES,YES,0,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1947,1,1,1,GG114,YES,YES,345,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2516,2,1,1,GG131,YES,YES,15,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2460,2,2,1,GG131,YES,YES,0,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2106,2,1,1,GG148,NO,YES,30,2,1,0,2,NO,NO,YES,calf with foetal folds still visible on the side; was GG_t048
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2111,5,2,1,GG033,YES,YES,30,2,2,0,1,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2144,3,2,1,GG055,YES,YES,15,2,1,2,1,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2126,5,2,1,GG057,YES,YES,15,2,2,1,2,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2422,3,2,1,GG058,YES,YES,15,2,1,1,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2124,5,1,1,GG056,YES,YES,0,2,1,1,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1981,3,2,1,GG103,YES,YES,0,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1982,2,2,1,GG103,YES,YES,0,2,1,0,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1967,7,3,1,GG104,YES,NO,15,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2455,1,1,1,GG121,YES,YES,0,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2508,2,1,1,GG_j040,NO,YES,0,2,1,0,1,YES,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2120,1,1,1,GG068,YES,YES,45,2,2,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2444,1,1,1,GG_j042,NO,YES,0,2,2,0,1,YES,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2505,1,1,1,GG_j042,NO,YES,0,2,1,0,1,YES,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2511,1,1,1,GG136,YES,YES,0,2,1,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2512,2,1,1,GG136,YES,YES,0,2,1,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1956,2,1,1,GG_j039,NO,YES,0,2,1,0,1,YES,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_1978,1,1,1,GG_t103,NO,YES,15,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2003,1,1,1,GG_t104,NO,YES,0,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2147,2,1,1,GG129,YES,YES,15,2,1,2,2,YES,NO,NO,was registered double (2nd time as GGx221); should be corrected now
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2131,3,1,1,GG_t105,NO,YES,15,2,1,1,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2123,5,3,1,GG_t106,NO,YES,0,2,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2273,4,4,1,GG_t109,NO,YES,0,2,1,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2274,4,3,1,GG_t110,NO,YES,0,2,1,0,0,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2427,1,1,1,GG_t111,NO,YES,15,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2441,2,1,1,GG_j049,NO,YES,0,2,1,0,1,YES,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2441,2,2,1,GG_j050,NO,YES,0,2,1,0,1,NO,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2498,1,1,1,GG_t112,NO,YES,15,2,1,0,1,NO,NO,NO,Maybe still a juvenile
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2499,2,2,1,GG_t113,NO,YES,0,2,1,1,0,NO,NO,YES,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2525,1,1,1,GG_j051,NO,YES,15,2,1,0,1,NO,YES,NO,NA
13.08.23,2023,8,13,Bleik,Green Gold of Norway,Krisztina Balotay,5,DSC_2601,1,1,1,GG_t114,NO,YES,30,2,1,1,0,NO,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8298,1,1,1,GG113,YES,YES,150,2,0,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8252,1,1,1,GG115,YES,YES,180,2,1,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8228,1,1,1,GG115,YES,YES,165,2,2,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8280,2,1,1,GG138,YES,YES,180,2,0,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8278,4,1,1,GG138,YES,YES,165,2,2,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8271,4,2,2,GG139,YES,YES,165,2,1,1,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8289,3,2,1,GG139,YES,YES,150,2,2,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8204,2,1,1,GG140,YES,YES,180,1,0,1,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8290,3,1,1,GG141,YES,YES,150,2,1,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8289,3,1,1,GG141,YES,YES,150,2,1,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8197,3,2,1,GG142,YES,YES,195,2,0,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8214,1,1,1,GG142,YES,YES,135,2,2,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8316,1,1,1,GG143,YES,YES,165,2,0,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8339,2,1,1,GG081,YES,YES,165,2,0,2,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8218,2,2,1,GG137,YES,YES,180,1,0,0,1,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8274,1,1,1,GG134,YES,YES,180,1,0,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8278,4,4,1,GG_t083,NO,YES,180,1,0,0,1,NO,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8156,1,1,1,GG115,YES,YES,45,1,0,1,1,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_8157,2,1,1,GG140,YES,YES,345,1,0,1,1,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9645,1,1,1,GG113,YES,YES,180,1,0,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9751,1,1,1,GG115,YES,YES,180,2,2,1,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9851,5,3,1,GG138,YES,YES,165,2,1,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9656,1,1,1,GG139,YES,YES,165,2,2,1,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9832,1,1,1,GG140,YES,YES,165,1,2,0,1,NO,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9813,1,1,1,GG142,YES,YES,165,2,1,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9724,2,1,1,GG143,YES,YES,165,1,0,0,2,NO,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9745,1,1,1,GG081,YES,YES,180,2,1,2,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9666,2,2,1,GG137,YES,YES,150,2,2,0,1,NO,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Lena Küchenberg/ Tobiasl Hübenthal,1,IMG_9783,1,1,1,GG134,YES,YES,120,1,2,0,2,YES,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Zoë Morange,1,DSC6081,3,1,1,GG115,YES,YES,345,2,2,1,1,NO,NO,NO,NA
26.08.23,2023,8,26,Andenes,Whale2Sea,Zoë Morange,1,DSC6100,2,1,1,GG139,YES,YES,15,2,1,1,0,NO,NO,NO,NA
