Date,Year,Month,Day,Location,Platform,Photographer,Encounter #,File #,# fins,Fin#,Q (0:lowest to 2:best),ID,Catalogue,Cert. (yes or no),Angle (0 to 360°),Fin exposure (0 to 2) ,Back exposure (0 to 2),Distinctiveness dorsal fin,Distinctiveness scars,Re-identifyable,Juvenile/ calf,Juvenile/ calf on the side,Notes
06.08.23,2023,8,6,Andenes,Whale Safari,NA,2,DSC_2366,2,1,0,GG129,YES,NO,165,2,1,0,1,NO,NO,NO,NA
06.08.23,2023,8,6,Andenes,Whale Safari,NA,2,DSC_2362,3,3,0,GG_t064,NO,NO,165,2,1,2,1,NO,NO,NO,NA
07.08.23,2023,8,7,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_7410,1,1,1,GG_t065,NO,YES,0,2,0,0,1,NO,NO,NO,NA
07.08.23,2023,8,7,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_7412,1,1,1,GG003,YES,NO,180,2,1,0,2,NO,NO,NO,NA
07.08.23,2023,8,7,Andenes,Whale2Sea,Eve Jourdain,2,6B5A8441,1,1,1,GG_j037,NO,YES,180,2,1,0,1,NO,YES,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1867,1,1,1,GG113,YES,YES,180,2,1,0,2,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2025,1,1,1,GG117,YES,YES,150,2,2,0,2,NO,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2041,1,1,1,GG118,YES,YES,165,2,1,1,1,NO,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1937,1,1,1,GG075,YES,YES,135,2,1,0,2,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1926,1,1,1,GG075,YES,YES,135,2,2,0,2,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2268,1,1,1,GG_t019,NO,YES,180,2,1,0,2,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2262,1,1,1,GG_t019,NO,YES,180,2,1,0,2,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1986,1,1,1,GG009,YES,YES,180,2,2,0,1,NO,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1817,3,2,1,GG145,YES,YES,150,2,1,1,2,YES,NO,YES,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1809,1,1,1,GG145,YES,YES,150,2,2,1,2,NO,NO,YES,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1553,1,1,1,GG_t087,NO,YES,180,1,0,0,1,NO,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1842,3,2,1,GG_t088,NO,YES,150,2,1,0,1,NO,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1628,2,2,1,GG_t088,NO,YES,135,2,1,0,1,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1578,2,2,1,GG076,YES,YES,180,2,1,2,2,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1845,3,3,1,GG076,YES,YES,150,2,1,2,2,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1578,2,1,1,GG094,YES,YES,180,2,1,2,1,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1572,2,1,1,GG094,YES,YES,180,2,2,2,1,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1583,2,2,1,GG_j045,NO,YES,180,2,1,0,0,NO,YES,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1666,1,1,1,GG_j046,NO,YES,105,2,0,2,0,YES,YES,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2070,3,3,1,GG_t092,NO,YES,165,2,1,1,1,NO,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2178,2,1,1,GG_t092,NO,YES,150,2,2,1,1,NO,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2011,1,1,1,GG_t093,NO,YES,165,2,2,0,0,NO,NO,NO,maybe left side of GGx192?
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1790,2,2,1,GG_t009,NO,NO,15,2,1,1,1,NO,NO,YES,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1799,2,2,1,GG_t009,NO,NO,30,2,1,2,0,NO,NO,YES,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1678,2,1,1,GG106,YES,YES,30,2,1,0,2,YES,NO,YES,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2222,1,1,1,GG115,YES,YES,0,2,1,1,1,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1854,1,1,1,GG094,YES,YES,0,2,1,2,0,YES,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1775,1,1,1,GG144,YES,YES,0,2,1,2,0,YES,YES,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_1720,1,1,1,GG_j047,NO,YES,15,2,2,0,1,NO,YES,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2195,1,1,1,GG_t094,NO,YES,0,2,1,0,1,NO,NO,NO,maybe right side of GGx190?
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2200,1,1,1,GG125,YES,YES,330,2,1,0,2,NO,NO,NO,NA
10.08.23,2023,8,10,Stø,Arctic Whale Tours,Hannaleena Väisänen,1,DSC_2215,2,1,1,GG_t096,NO,YES,0,1,1,1,0,NO,NO,YES,NA
11.08.23,2023,8,11,Andenes,Whale Safari,NA,1,DS2_2561,1,1,1,GG095,YES,YES,165,2,1,0,2,YES,NO,NO,NA
11.08.23,2023,8,11,Andenes,Whale Safari,NA,1,DS2_2556,1,1,1,GG108,YES,NO,345,2,1,0,1,NO,NO,NO,NA
11.08.23,2023,8,11,Andenes,Whale Safari,NA,1,DS2_2542,3,1,1,GG065,YES,YES,15,2,1,0,1,NO,NO,NO,was registered as GGx091 before sides were matched
11.08.23,2023,8,11,Andenes,Whale Safari,NA,1,DS2_2541,4,4,1,GG_j034,NO,YES,15,2,1,0,1,NO,YES,NO,NA
11.08.23,2023,8,11,Andenes,Whale Safari,NA,1,DS2_2541,4,1,1,GG_j042,NO,YES,15,2,1,0,1,YES,YES,NO,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2609,1,1,1,GG013,YES,YES,165,2,1,1,1,NO,NO,NO,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2626,2,2,1,GG017,YES,YES,165,2,1,0,1,NO,NO,NO,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2578,2,1,1,GG063,YES,YES,180,2,2,1,1,NO,NO,YES,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2579,2,2,1,GG_j013,NO,YES,180,2,1,0,1,NO,YES,NO,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2620,1,1,1,GG124,YES,YES,180,2,1,0,1,NO,NO,NO,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2597,6,6,1,GG129,YES,YES,195,2,1,0,2,NO,NO,NO,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2599,7,2,1,GG010,YES,YES,180,2,1,0,1,NO,NO,YES,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2622,4,2,1,GG055,YES,YES,180,2,1,1,0,NO,NO,YES,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2606,3,2,1,GG023,YES,YES,180,2,1,1,1,NO,NO,NO,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2576,1,1,1,GG_j033,NO,YES,180,2,1,0,1,NO,YES,NO,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2634,2,1,1,GG_t063,NO,YES,15,2,1,0,1,NO,NO,YES,NA
12.08.23,2023,8,12,Andenes,Whale Safari,NA,1,DSC_2638,4,2,1,GG_j036,NO,YES,45,2,2,2,0,YES,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_7535,3,3,1,GG015,YES,YES,180,2,2,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,1,IMG_7535,3,2,1,GG_j028,NO,NO,180,2,2,0,0,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7882,6,5,1,GG013,YES,YES,180,1,1,0,2,NO,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7624,2,1,1,GG016,YES,YES,180,2,1,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7687,3,2,1,GG016,YES,YES,0,2,1,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7704,6,2,1,GG016,YES,YES,30,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7910,1,1,1,GG017,YES,YES,180,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8003,3,1,2,GG017,YES,YES,0,2,1,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7909,1,1,1,GG087,YES,YES,45,2,1,0,2,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7953,3,2,1,GG087,YES,YES,180,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7702,6,3,1,GG088,YES,YES,180,2,1,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7591,2,1,1,GG093,YES,YES,0,2,1,0,2,YES,NO,NO,was registered as GG097 before sides were matched
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7904,7,2,1,GG101,YES,YES,180,2,1,1,2,NO,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7634,1,1,1,GG101,YES,YES,0,1,0,1,1,NO,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7568,1,1,2,GG106,YES,YES,0,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7893,4,2,1,GG107,YES,YES,180,2,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7596,5,1,1,GG107,YES,YES,30,1,2,1,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7586,1,1,1,GG107,YES,YES,0,2,0,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7603,1,1,1,GG108,YES,YES,0,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7889,4,2,2,GG109,YES,YES,180,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7729,8,2,2,GG109,YES,YES,0,1,2,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7730,6,1,2,GG109,YES,YES,0,2,1,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7972,3,1,2,GG110,YES,YES,345,2,2,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7728,5,3,2,GG110,YES,YES,15,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7937,1,1,1,GG110,YES,YES,165,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7765,1,1,1,GG110,YES,YES,180,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7618,2,2,1,GG114,YES,YES,180,2,2,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7949,3,1,1,GG112,YES,YES,180,2,2,1,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8012,1,1,1,GG112,YES,YES,0,2,1,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8020,3,1,1,GG112,YES,YES,0,1,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8011,3,3,1,GG114,YES,YES,30,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7762,3,3,1,GG113,YES,YES,180,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7620,3,3,1,GG114,YES,YES,180,2,1,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7621,1,1,1,GG115,YES,YES,180,2,1,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8020,3,2,1,GG115,YES,YES,15,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7990,1,1,1,GG115,YES,YES,30,2,1,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7627,2,1,1,GG116,YES,YES,150,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7896,2,1,1,GG116,YES,YES,165,2,1,0,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7750,1,1,1,GG117,YES,YES,165,2,2,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7626,2,2,1,GG117,YES,YES,180,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7628,3,1,1,GG118,YES,YES,165,2,1,2,0,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7738,4,2,1,GG118,YES,YES,30,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7636,1,1,1,GG013,YES,YES,330,2,1,2,1,YES,NO,YES,Was registered as GG119 before sides were matched
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7739,4,3,1,GG120,YES,YES,0,2,1,0,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7997,2,2,2,GG117,YES,YES,0,2,2,0,2,YES,NO,NO,was registered as GG121 before sides were matched
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7999,1,1,2,GG117,YES,YES,0,2,1,0,2,YES,NO,NO,was registered as GG121 before sides were matched
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7723,3,1,2,GG116,YES,YES,30,2,2,0,2,YES,NO,NO,was registered as GG122 before sides were matched
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7987,2,2,1,GG116,YES,YES,0,2,1,0,2,YES,NO,NO,was registered as GG122 before sides were matched
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7721,3,2,1,GG127,YES,YES,0,2,1,1,2,YES,NO,NO,was registered as GG123 before sides were matched
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8042,1,1,1,GG124,YES,YES,150,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7735,3,1,1,GG125,YES,YES,0,2,2,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7768,2,1,1,GG127,YES,YES,165,2,2,0,2,YES,NO,NO,was registered double (2nd time as GGx119); should be corrected now
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7769,2,1,1,GG127,YES,YES,165,2,0,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7781,1,1,1,GG101,YES,YES,195,2,1,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7837,3,2,1,GG129,YES,YES,180,1,0,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7874,1,1,1,GG130,YES,YES,180,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7968,1,1,1,GG130,YES,YES,330,2,1,2,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8003,3,2,2,GG131,YES,YES,0,2,2,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8005,3,2,2,GG131,YES,YES,0,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8001,1,1,1,GG132,YES,YES,0,1,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8004,3,3,1,GG133,YES,YES,0,1,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7891,1,1,1,GG_t046,NO,YES,180,2,1,1,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7882,6,5,1,GG_j021,NO,YES,180,1,2,0,0,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7837,3,3,1,GG044,YES,YES,180,1,0,1,0,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7834,1,1,1,GG007,YES,YES,135,2,1,0,2,YES,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7903,6,6,1,GG055,YES,YES,180,2,0,1,0,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7731,9,3,1,GG058,YES,YES,15,2,1,1,2,NO,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7977,1,1,1,GG041,YES,YES,345,1,0,1,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7942,2,1,1,GG041,YES,YES,165,2,1,2,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7904,8,5,1,GG056,YES,YES,165,2,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7643,3,1,1,GG067,YES,YES,180,2,1,0,2,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7585,2,2,1,GG068,YES,YES,0,1,0,0,0,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7882,6,1,1,GG_j036,NO,NO,180,1,0,2,0,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7680,1,1,1,GG097,YES,YES,0,2,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7595,5,5,1,GG057,YES,YES,0,2,1,1,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7822,1,1,1,GG103,YES,YES,165,2,2,0,2,YES,NO,NO,Left and right side matched based on picture IMG_7833 which shows both body sides from the dorsal perspective
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7876,2,1,1,GG103,YES,YES,165,2,1,0,1,NO,NO,NO,Left and right side matched based on picture IMG_7833 which shows both body sides from the dorsal perspective
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7563,1,1,1,GG103,YES,YES,0,2,1,0,1,NO,NO,NO,sex determined as female based on IMG_7820 which shows the dolphin's ventral side
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7709,8,3,1,GG133,YES,YES,15,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7602,1,1,1,GG104,YES,YES,0,2,0,0,2,YES,NO,NO,Right side of GGx115?
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7614,1,1,1,GG_t067,NO,YES,180,1,1,0,1,NO,NO,NO,Left side of GGx113?
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7640,3,1,1,GG129,YES,YES,15,2,1,1,0,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7650,2,2,1,GG058,YES,YES,180,2,1,2,0,YES,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7654,1,1,1,GG_t068,NO,YES,180,2,1,0,0,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7701,3,3,1,GG111,YES,YES,0,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7709,8,5,1,GG119,YES,YES,0,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7719,6,1,1,GG_t069,NO,YES,0,2,0,0,1,NO,NO,NO,Right side of GGx154?
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7736,6,3,1,GG121,YES,YES,0,2,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7771,1,1,1,GG009,YES,YES,180,2,1,1,1,NO,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7772,2,2,1,GG009,YES,YES,180,2,0,2,0,NO,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7557,1,1,1,GG_t070,NO,YES,150,2,1,0,1,NO,NO,NO,Maybe still a juvenile
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7894,3,1,1,GG_t071,NO,YES,165,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7835,4,1,1,GG_t072,NO,YES,180,2,0,1,0,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7869,2,2,1,GG_j038,NO,YES,180,2,1,0,1,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7880,3,1,1,GG_t073,NO,YES,165,2,2,0,1,NO,NO,NO,Maybe still a juvenile
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7882,6,3,1,GG045,YES,YES,165,1,2,0,2,NO,NO,NO,was registered as GGx137 before match was recognised
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7883,2,2,1,GG_t074,NO,YES,180,2,1,0,1,NO,NO,YES,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7906,6,1,1,GG010,YES,YES,180,2,1,0,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7912,1,1,1,GG122,YES,YES,180,2,0,0,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7953,3,1,1,GG_j039,NO,YES,15,2,1,0,0,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7695,4,1,1,GG_t075,NO,NO,45,2,1,0,1,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7982,1,1,1,GG126,YES,YES,315,2,1,0,2,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8033,1,1,1,GG128,YES,YES,15,2,1,1,1,YES,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8002,1,1,1,GG_j040,NO,YES,0,2,1,0,2,NO,YES,NO,NA
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_7813,1,1,1,GG097,YES,YES,165,2,1,1,1,YES,NO,NO,was registered as GGx153 before sides were matched
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8040,1,1,1,GG_t076,NO,YES,180,1,0,0,1,NO,NO,NO,Left side of GGx123?
13.08.23,2023,8,13,Andenes,Whale2Sea,Alexander Eckerle,2,IMG_8055,1,1,1,GG_t077,NO,YES,150,2,1,1,0,NO,NO,NO,NA
13.08.23,2023,8,13,Andenes,Whale Safari,NA,3,DSC_3016,2,1,1,GG093,YES,YES,150,2,1,0,1,NO,NO,NO,NA
